title,publisher,name
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Xin Li
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Yongjuan Liang
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Hong Qian
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Yi-Qi Hu
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Lei Bu
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Yang Yu
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Xin Chen
Symbolic execution of complex program driven by machine learning based constraint solving.,ACM,Xuandong Li
Scaling Machine Learning and Statistics for Web Applications.,ACM,Deepak Agarwal
Machine Learning and Causal Inference for Policy Evaluation.,ACM,Susan Athey
Apolo: interactive large graph sensemaking by combining machine learning and visualization.,ACM,Duen Horng Chau
Apolo: interactive large graph sensemaking by combining machine learning and visualization.,ACM,Aniket Kittur
Apolo: interactive large graph sensemaking by combining machine learning and visualization.,ACM,Jason I. Hong
Apolo: interactive large graph sensemaking by combining machine learning and visualization.,ACM,Christos Faloutsos
Graphons and Machine Learning: Modeling and Estimation of Sparse Massive Networks.,ACM,Jennifer T. Chayes
Lifelong Machine Learning and Computer Reading the Web.,ACM,Zhiyuan Chen
Lifelong Machine Learning and Computer Reading the Web.,ACM,Estevam R. Hruschka Jr.
Lifelong Machine Learning and Computer Reading the Web.,ACM,Bing Liu 0001
How Machine Learning has Finally Solved Wanamaker's Dilemma.,ACM,Oliver Downs
Predicting the Political Sentiment of Web Log Posts Using Supervised Machine Learning Techniques Coupled with Feature Selection.,Springer,Kathleen T. Durant
Predicting the Political Sentiment of Web Log Posts Using Supervised Machine Learning Techniques Coupled with Feature Selection.,Springer,Michael D. Smith 0001
"Data, Knowledge and Discovery: Machine Learning meets Natural Science.",ACM,Hugh Durrant-Whyte
Incremental Machine Learning to Reduce Biochemistry Lab Costs in the Search for Drug Discovery.,UNKNOWN,George Forman
Experiments with random projections for machine learning.,ACM,Dmitriy Fradkin
Experiments with random projections for machine learning.,ACM,David Madigan
NIMBLE: a toolkit for the implementation of parallel data mining and machine learning algorithms on mapreduce.,ACM,Amol Ghoting
NIMBLE: a toolkit for the implementation of parallel data mining and machine learning algorithms on mapreduce.,ACM,Prabhanjan Kambadur
NIMBLE: a toolkit for the implementation of parallel data mining and machine learning algorithms on mapreduce.,ACM,Edwin P. D. Pednault
NIMBLE: a toolkit for the implementation of parallel data mining and machine learning algorithms on mapreduce.,ACM,Ramakrishnan Kannan
"Diffusion in Social and Information Networks: Research Problems, Probabilistic Models and Machine Learning Methods.",ACM,Manuel Gomez-Rodriguez
"Diffusion in Social and Information Networks: Research Problems, Probabilistic Models and Machine Learning Methods.",ACM,Le Song
Analyzing Volleyball Match Data from the 2014 World Championships Using Machine Learning Techniques.,ACM,Jan Van Haaren
Analyzing Volleyball Match Data from the 2014 World Championships Using Machine Learning Techniques.,ACM,Horesh Ben Shitrit
Analyzing Volleyball Match Data from the 2014 World Championships Using Machine Learning Techniques.,ACM,Jesse Davis
Analyzing Volleyball Match Data from the 2014 World Championships Using Machine Learning Techniques.,ACM,Pascal Fua
OpinionMiner: a novel machine learning system for web opinion mining and extraction.,ACM,Wei Jin
OpinionMiner: a novel machine learning system for web opinion mining and extraction.,ACM,Hung Hay Ho
OpinionMiner: a novel machine learning system for web opinion mining and extraction.,ACM,Rohini K. Srihari
An integrated machine learning approach to stroke prediction.,ACM,Aditya Khosla
An integrated machine learning approach to stroke prediction.,ACM,Yu Cao
An integrated machine learning approach to stroke prediction.,ACM,Cliff Chiung-Yu Lin
An integrated machine learning approach to stroke prediction.,ACM,Hsu-Kuang Chiu
An integrated machine learning approach to stroke prediction.,ACM,Junling Hu
An integrated machine learning approach to stroke prediction.,ACM,Honglak Lee
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Himabindu Lakkaraju
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Everaldo Aguiar
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Carl Shan
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,David Miller
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Nasir Bhanpuri
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Rayid Ghani
A Machine Learning Framework to Identify Students at Risk of Adverse Academic Outcomes.,ACM,Kecia L. Addison
Experiences and lessons in developing industry-strength machine learning and data mining software.,ACM,Chih-Jen Lin
Subscriber classification within telecom networks utilizing big data technologies and machine learning.,ACM,Jonathan Magnusson
Subscriber classification within telecom networks utilizing big data technologies and machine learning.,ACM,Tor Kvernvik
The Wisdom of Crowds: Best Practices for Data Prep & Machine Learning Derived from Millions of Data Science Workflows.,ACM,Ingo Mierswa
Bugbears or legitimate threats?: (social) scientists' criticisms of machine learning?,ACM,Sendhil Mullainathan
Machine learning for online query relaxation.,ACM,Ion Muslea
Unexpected challenges in large scale machine learning.,ACM,Charles Parker
Proof Protocol for a Machine Learning Technique Making Longitudinal Predictions in Dynamic Contexts.,ACM,Kevin B. Pratt
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,R. Bharat Rao
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,Jinbo Bi
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,Glenn Fung
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,Marcos Salganicoff
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,Nancy Obuchowski
"LungCAD: a clinically approved, machine learning system for lung cancer detection.",ACM,David P. Naidich
Robust Large-Scale Machine Learning in the Cloud.,ACM,Steffen Rendle
Robust Large-Scale Machine Learning in the Cloud.,ACM,Dennis Fetterly
Robust Large-Scale Machine Learning in the Cloud.,ACM,Eugene J. Shekita
Robust Large-Scale Machine Learning in the Cloud.,ACM,Bor-Yiing Su
Algorithms for interpretable machine learning.,ACM,Cynthia Rudin
An Architecture for Agile Machine Learning in Real-Time Applications.,ACM,Johann Schleier-Smith
Scalable Machine Learning Approaches for Neighborhood Classification Using Very High Resolution Remote Sensing Imagery.,ACM,Manu Sethi
Scalable Machine Learning Approaches for Neighborhood Classification Using Very High Resolution Remote Sensing Imagery.,ACM,Yupeng Yan
Scalable Machine Learning Approaches for Neighborhood Classification Using Very High Resolution Remote Sensing Imagery.,ACM,Anand Rangarajan
Scalable Machine Learning Approaches for Neighborhood Classification Using Very High Resolution Remote Sensing Imagery.,ACM,Ranga Raju Vatsavai
Scalable Machine Learning Approaches for Neighborhood Classification Using Very High Resolution Remote Sensing Imagery.,ACM,Sanjay Ranka
Spoken English Grading: Machine Learning with Crowd Intelligence.,ACM,Vinay Shashidhar
Spoken English Grading: Machine Learning with Crowd Intelligence.,ACM,Nishant Pandey
Spoken English Grading: Machine Learning with Crowd Intelligence.,ACM,Varun Aggarwal
Question Independent Grading using Machine Learning: The Case of Computer Program Grading.,ACM,Gursimran Singh
Question Independent Grading using Machine Learning: The Case of Computer Program Grading.,ACM,Shashank Srikant
Question Independent Grading using Machine Learning: The Case of Computer Program Grading.,ACM,Varun Aggarwal
A system to grade computer programming skills using machine learning.,ACM,Shashank Srikant
A system to grade computer programming skills using machine learning.,ACM,Varun Aggarwal
Large-Scale Machine Learning at Verizon: Theory and Applications.,ACM,Ashok Srivastava
Compute Job Memory Recommender System Using Machine Learning.,ACM,Taraneh Taghavi
Compute Job Memory Recommender System Using Machine Learning.,ACM,Maria Lupetini
Compute Job Memory Recommender System Using Machine Learning.,ACM,Yaron Kretchmer
Taking machine learning research online with OpenML.,JMLR.org,Joaquin Vanschoren
Taking machine learning research online with OpenML.,JMLR.org,Jan N. van Rijn
Taking machine learning research online with OpenML.,JMLR.org,Bernd Bischl
Applications of data mining and machine learning in online customer care.,ACM,Ravi Vijayaraghavan
Applications of data mining and machine learning in online customer care.,ACM,P. V. Kannan
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Eric P. Xing
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Qirong Ho
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Wei Dai
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Jin Kyu Kim
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Jinliang Wei
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Seunghak Lee
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Xun Zheng
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Pengtao Xie
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Abhimanu Kumar
Petuum: A New Platform for Distributed Machine Learning on Big Data.,ACM,Yaoliang Yu
Machine learning for stock selection.,ACM,Robert J. Yan
Machine learning for stock selection.,ACM,Charles X. Ling
Adversarial support vector machine learning.,ACM,Yan Zhou
Adversarial support vector machine learning.,ACM,Murat Kantarcioglu
Adversarial support vector machine learning.,ACM,Bhavani M. Thuraisingham
Adversarial support vector machine learning.,ACM,Bowei Xi
Machine learning for physical layer link adaptation in multiple-antenna wireless networks.,ACM,Robert C. Daniels
Machine learning for physical layer link adaptation in multiple-antenna wireless networks.,ACM,Ketan Mandke
Machine learning for physical layer link adaptation in multiple-antenna wireless networks.,ACM,Steven W. Peters
Machine learning for physical layer link adaptation in multiple-antenna wireless networks.,ACM,Scott Nettles
Machine learning for physical layer link adaptation in multiple-antenna wireless networks.,ACM,Robert W. Heath Jr.
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Blaine Nelson
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Marco Barreno
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Fuching Jack Chi
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Anthony D. Joseph
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Benjamin I. P. Rubinstein
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Udam Saini
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Charles A. Sutton
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,J. Doug Tygar
Exploiting Machine Learning to Subvert Your Spam Filter.,USENIX Association,Kai Xia
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Martín Abadi
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Paul Barham
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Jianmin Chen
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Zhifeng Chen
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Andy Davis
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Jeffrey Dean
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Matthieu Devin
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Sanjay Ghemawat
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Geoffrey Irving
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Michael Isard
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Manjunath Kudlur
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Josh Levenberg
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Rajat Monga
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Sherry Moore
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Derek Gordon Murray
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Benoit Steiner
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Paul A. Tucker
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Vijay Vasudevan
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Pete Warden
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Martin Wicke
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Yuan Yu
TensorFlow: A System for Large-Scale Machine Learning.,USENIX Association,Xiaoqiang Zheng
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Mu Li
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,David G. Andersen
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Jun Woo Park
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Alexander J. Smola
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Amr Ahmed
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Vanja Josifovski
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,James Long
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Eugene J. Shekita
Scaling Distributed Machine Learning with the Parameter Server.,USENIX Association,Bor-Yiing Su
Meta optimization: improving compiler heuristics with machine learning.,ACM,Mark Stephenson
Meta optimization: improving compiler heuristics with machine learning.,ACM,Saman P. Amarasinghe
Meta optimization: improving compiler heuristics with machine learning.,ACM,Martin C. Martin
Meta optimization: improving compiler heuristics with machine learning.,ACM,Una-May O'Reilly
Purifying data by machine learning with certainty levels.,ACM,Shlomi Dolev
Purifying data by machine learning with certainty levels.,ACM,Guy Leshem
Purifying data by machine learning with certainty levels.,ACM,Reuven Yagel
"Desperately Seeking Theory: Gamification, Design, Data, Machine Learning, and the Promise of Double Loop Learning Systems.",CEUR-WS.org,Sebastian Deterding
Big Data in Climate: Opportunities and Challenges for Machine Learning.,ACM,Vipin Kumar
Uncovering social spammers: social honeypots + machine learning.,ACM,Kyumin Lee
Uncovering social spammers: social honeypots + machine learning.,ACM,James Caverlee
Uncovering social spammers: social honeypots + machine learning.,ACM,Steve Webb
Social annotation in query expansion: a machine learning approach.,ACM,Yuan Lin
Social annotation in query expansion: a machine learning approach.,ACM,Hongfei Lin
Social annotation in query expansion: a machine learning approach.,ACM,Song Jin
Social annotation in query expansion: a machine learning approach.,ACM,Zheng Ye
Beyond bag-of-words: machine learning for query-document matching in web search.,ACM,Hang Li
Beyond bag-of-words: machine learning for query-document matching in web search.,ACM,Jun Xu 0001
Gamification for Machine Learning: The Classification Game.,CEUR-WS.org,Giorgio Maria Di Nunzio
Gamification for Machine Learning: The Classification Game.,CEUR-WS.org,Maria Maistro
Gamification for Machine Learning: The Classification Game.,CEUR-WS.org,Daniel Zilio
Learning to suggest: a machine learning framework for ranking query suggestions.,ACM,Umut Ozertem
Learning to suggest: a machine learning framework for ranking query suggestions.,ACM,Olivier Chapelle
Learning to suggest: a machine learning framework for ranking query suggestions.,ACM,Pinar Donmez
Learning to suggest: a machine learning framework for ranking query suggestions.,ACM,Emre Velipasaoglu
A large scale machine learning system for recommending heterogeneous content in social networks.,ACM,Yanxin Shi
A large scale machine learning system for recommending heterogeneous content in social networks.,ACM,David Ye
A large scale machine learning system for recommending heterogeneous content in social networks.,ACM,Andrey Goder
A large scale machine learning system for recommending heterogeneous content in social networks.,ACM,Srinivas Narayanan
Machine learning for information retrieval.,ACM,Luo Si
Machine learning for information retrieval.,ACM,Rong Jin
Focused named entity recognition using machine learning.,ACM,Li Zhang
Focused named entity recognition using machine learning.,ACM,Yue Pan
Focused named entity recognition using machine learning.,ACM,Tong Zhang 0001
A machine learning approach to TCP throughput prediction.,ACM,Mariyam Mirza
A machine learning approach to TCP throughput prediction.,ACM,Joel Sommers
A machine learning approach to TCP throughput prediction.,ACM,Paul Barford
A machine learning approach to TCP throughput prediction.,ACM,Xiaojin Zhu 0001
Applications of machine learning to performance evaluation.,ACM,Edmundo de Souza e Silva
Applications of machine learning to performance evaluation.,ACM,Daniel Sadoc Menasché
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Zhuhua Cai
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Zekai J. Gao
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Shangyu Luo
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Luis Leopoldo Perez
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Zografoula Vagena
A comparison of platforms for implementing and running very large scale machine learning algorithms.,ACM,Christopher M. Jermaine
Machine learning for big data.,ACM,Tyson Condie
Machine learning for big data.,ACM,Paul Mineiro
Machine learning for big data.,ACM,Neoklis Polyzotis
Machine learning for big data.,ACM,Markus Weimer
Building Machine Learning Systems that Understand.,ACM,Jeff Dean
M3: Scaling Up Machine Learning via Memory Mapping.,ACM,Dezhi Fang
M3: Scaling Up Machine Learning via Memory Mapping.,ACM,Duen Horng Chau
Resource Elasticity for Large-Scale Machine Learning.,ACM,Botong Huang
Resource Elasticity for Large-Scale Machine Learning.,ACM,Matthias Boehm 0001
Resource Elasticity for Large-Scale Machine Learning.,ACM,Yuanyuan Tian
Resource Elasticity for Large-Scale Machine Learning.,ACM,Berthold Reinwald
Resource Elasticity for Large-Scale Machine Learning.,ACM,Shirish Tatikonda
Resource Elasticity for Large-Scale Machine Learning.,ACM,Frederick R. Reiss
Visual exploration of machine learning results using data cube analysis.,ACM,Minsuk Kahng
Visual exploration of machine learning results using data cube analysis.,ACM,Dezhi Fang
Visual exploration of machine learning results using data cube analysis.,ACM,Duen Horng (Polo) Chau
ActiveClean: An Interactive Data Cleaning Framework For Modern Machine Learning.,ACM,Sanjay Krishnan
ActiveClean: An Interactive Data Cleaning Framework For Modern Machine Learning.,ACM,Michael J. Franklin
ActiveClean: An Interactive Data Cleaning Framework For Modern Machine Learning.,ACM,Ken Goldberg
ActiveClean: An Interactive Data Cleaning Framework For Modern Machine Learning.,ACM,Jiannan Wang
ActiveClean: An Interactive Data Cleaning Framework For Modern Machine Learning.,ACM,Eugene Wu 0002
Large-scale machine learning at twitter.,ACM,Jimmy J. Lin
Large-scale machine learning at twitter.,ACM,Alek Kolcz
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Christopher Ré
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Divy Agrawal
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Magdalena Balazinska
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Michael J. Cafarella
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Michael I. Jordan
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Tim Kraska
Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?,ACM,Raghu Ramakrishnan
ModelDB: a system for machine learning model management.,ACM,Manasi Vartak
ModelDB: a system for machine learning model management.,ACM,Harihar Subramanyam
ModelDB: a system for machine learning model management.,ACM,Wei-En Lee
ModelDB: a system for machine learning model management.,ACM,Srinidhi Viswanathan
ModelDB: a system for machine learning model management.,ACM,Saadiyah Husnoo
ModelDB: a system for machine learning model management.,ACM,Samuel Madden
ModelDB: a system for machine learning model management.,ACM,Matei Zaharia
Model-centric computation abstractions in machine learning applications.,ACM,Bingjing Zhang
Model-centric computation abstractions in machine learning applications.,ACM,Bo Peng
Model-centric computation abstractions in machine learning applications.,ACM,Judy Qiu
Grammatical Inference and Machine Learning Approaches to Post-Hoc LangSec.,IEEE Computer Society,Sheridan S. Curley
Grammatical Inference and Machine Learning Approaches to Post-Hoc LangSec.,IEEE Computer Society,Richard E. Harang
Outside the Closed World: On Using Machine Learning for Network Intrusion Detection.,IEEE Computer Society,Robin Sommer
Outside the Closed World: On Using Machine Learning for Network Intrusion Detection.,IEEE Computer Society,Vern Paxson
"Algorithmic Statistics, Prediction and Machine Learning.",Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,Alexey Milovanov
Designing for effective end-user interaction with machine learning.,ACM,Saleema Amershi
"Tohme: detecting curb ramps in google street view using crowdsourcing, computer vision, and machine learning.",ACM,Kotaro Hara
"Tohme: detecting curb ramps in google street view using crowdsourcing, computer vision, and machine learning.",ACM,Jin Sun
"Tohme: detecting curb ramps in google street view using crowdsourcing, computer vision, and machine learning.",ACM,Robert Moore
"Tohme: detecting curb ramps in google street view using crowdsourcing, computer vision, and machine learning.",ACM,David Jacobs
"Tohme: detecting curb ramps in google street view using crowdsourcing, computer vision, and machine learning.",ACM,Jon Froehlich
Lowering the barrier to applying machine learning.,ACM,Kayur Patel
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,Kayur Patel
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,Naomi Bancroft
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,Steven M. Drucker
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,James Fogarty
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,Andrew J. Ko
Gestalt: integrated support for implementation and analysis in machine learning.,ACM,James A. Landay
Machine learning models for uncertain interaction.,ACM,Daryl Weir
A user-specific machine learning approach for improving touch accuracy on mobile devices.,ACM,Daryl Weir
A user-specific machine learning approach for improving touch accuracy on mobile devices.,ACM,Simon Rogers
A user-specific machine learning approach for improving touch accuracy on mobile devices.,ACM,Roderick Murray-Smith
A user-specific machine learning approach for improving touch accuracy on mobile devices.,ACM,Markus Löchtefeld
Identifying Auto-Generated Code by Using Machine Learning Techniques.,IEEE Computer Society,Kento Shimonaka
Identifying Auto-Generated Code by Using Machine Learning Techniques.,IEEE Computer Society,Soichi Sumi
Identifying Auto-Generated Code by Using Machine Learning Techniques.,IEEE Computer Society,Yoshiki Higo
Identifying Auto-Generated Code by Using Machine Learning Techniques.,IEEE Computer Society,Shinji Kusumoto
Machine Learning for Q&A Sites: State of the Art and Research Directions.,ACM,Xavier Amatriain
Browsing on small screens: recasting web-page segmentation into an efficient machine learning framework.,ACM,Shumeet Baluja
Quite a mess in my cookie jar!: leveraging machine learning to protect web authentication.,ACM,Stefano Calzavara
Quite a mess in my cookie jar!: leveraging machine learning to protect web authentication.,ACM,Gabriele Tolomei
Quite a mess in my cookie jar!: leveraging machine learning to protect web authentication.,ACM,Michele Bugliesi
Quite a mess in my cookie jar!: leveraging machine learning to protect web authentication.,ACM,Salvatore Orlando
A Machine learning Filter for Relation Extraction.,ACM,Kevin Lange Di Cesare
A Machine learning Filter for Relation Extraction.,ACM,Michel Gagnon
A Machine learning Filter for Relation Extraction.,ACM,Amal Zouaq
A Machine learning Filter for Relation Extraction.,ACM,Ludovic Jean-Louis
Diffusion in Social and Information Metworks: Research Problems; Probabilistic Models & Machine Learning Methods.,ACM,Manuel Gomez-Rodriguez
Diffusion in Social and Information Metworks: Research Problems; Probabilistic Models & Machine Learning Methods.,ACM,Le Song
Machine learning in an auction environment.,ACM,Patrick Hummel
Machine learning in an auction environment.,ACM,R. Preston McAfee
Factorizing YAGO: scalable machine learning for linked data.,ACM,Maximilian Nickel
Factorizing YAGO: scalable machine learning for linked data.,ACM,Volker Tresp
Factorizing YAGO: scalable machine learning for linked data.,ACM,Hans-Peter Kriegel
Collective intelligence as a source for machine learning self-supervision.,ACM,Saulo D. S. Pedro
Collective intelligence as a source for machine learning self-supervision.,ACM,Estevam R. Hruschka Jr.
"Knowledge Extraction in Web Media: At The Frontier of NLP, Machine Learning and Semantics.",ACM,Julien Plu
Beyond PageRank: machine learning for static ranking.,ACM,Matthew Richardson
Beyond PageRank: machine learning for static ranking.,ACM,Amit Prakash
Beyond PageRank: machine learning for static ranking.,ACM,Eric Brill
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Edwin D. Simpson
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Matteo Venanzi
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Steven Reece
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Pushmeet Kohli
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,John Guiver
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Stephen J. Roberts
Language Understanding in the Wild: Combining Crowdsourcing and Machine Learning.,ACM,Nicholas R. Jennings
A machine learning based approach for table detection on the web.,ACM,Yalin Wang
A machine learning based approach for table detection on the web.,ACM,Jianying Hu
